New Folio No. ,Entry No.,Entry Part,Person - Title,Person - First name,Person - Last Name - Prefix,Person - Last Name - as written,Person -  Qualification,Person - further description,Person - place of residence - as written,Role - role in entry,Role - associated place - as written,Role - associated place - type,Occupation 1  - employment,Status 1  - office,Status 1 - associated place - as written,Status 1 - associated place - standard,Status 1 - associated place - type,Status 2 - office,Status 2 - associated place - as written,Status 2 - associated place - type,Status 3 - office,Status 3 - Place - as written,Status 3 - Place - Type,Status 4,Status 4 - place - as written,Status 4 - place - type,Status 5,Status 5 - place - as written,Status 5 - place - type,Status 6,Status 6 - place - as written,Status 6 - place - type
108 v - 108 v,1434,,,Nicholas,,Brokholes,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1434,,,,,,,,,promoter,,,,abbot,Sallay,,monastery,,,,,,,,,,,,,,,
108 v - 108 v,1435,,,John,,Regmayden',,,apud Wodacre,licensee,,,,,,,,rector,,,,,,,,,,,,,,
108 v - 108 v,1435,,Brother,R,de,Brettelay,,,,promoter,,,,monk,Dunelm',,,oratory owner,Auston',church,,,,,,,,,,,,
108 v - 108 v,1436,,,William,de,Aghton',,,,licensee,,,,,,,,,Bedall,oratory,oratory owner,Laton',oratory,,,,,,,,,
108 v - 108 v,1436,,Brother,R,de,Brettelay,,,,promoter,,,,monk,Dunelm',,,,,,,,,,,,,,,,,
108 v - 108 v,1437,,,T,de,Barton',,,apud Barton',licensee,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1437,,Brother,R,de,Brettelay,,,,promoter,Ebor' dioc',oratories,,monk,Dunelm',,,,,,,,,,,,,,,,,
108 v - 108 v,1438,,Lady,,de,Clifford,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1439,,,Richard,de,Fyncheden',,,apud Wermthorp',licensee,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1440,,Sir,Richard,de,Outhorp,,,,licensee,Ebor',oratory,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1441,,,Nicholas,de,Sheffeld,,,,licensee,Ebor' dioc',oratories,,owner of oratory,Fontayns,,oratory,,,,,,,,,,,,,,,
108 v - 108 v,1442,,Sir,Adam,de,Everyngham,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1443,,,Nicholas,,Dymmok,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1443,,Sir,Adam,de,Everyngham,,,,promoter,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1444,,Sir,John,de,Waddeslay,,,apud Waddeslay,licensee,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1444,,,R,,Pykeryng,,,,promoter,Ebor' dioc',oratories,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1445,,,P,,Lord H,,Lord de Percy,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1446,,Brother,John,de,Warthur,,,,licensee,,,,hermit,"Grymmeston', in capella sancte Elene",,chapel,,,,,,,,,,,,,,,
108 v - 108 v,1447,,,Thomas,de,Otton,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1448,,,John,de,Rothum,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1449,,,Henry,de,Ribbestane,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1449,,Lord,,,Percy,,,,promoter,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1450,,,Henry,de,Shirwode,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1451,,,John,de,Baylay,,,apud Aughton',licensee,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1452,,,Joan,,Taverner,,,de Beverl',licensee,Whetelay,oratory,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1453,,,John,de,Whetely,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1454,,,Richard,,Spenser,,,,licensee,,,haraude,,,,,,,,,,,,,,,,,,,
108 v - 108 v,1454,,,Isabell,,Spenser,,,,licensee,,,haraude's wife,,,,,,,,,,,,,,,,,,,
109 r - 109 r,1455,,Dame,Alice,de,Northland,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
109 r - 109 r,1456,,Sir,Robert,de,Swyllyngton',,,,licensee,,,,,,,,,,,,,,,,,,,,,,
109 r - 109 r,1457,,Sir,Peter,,Mawelverer,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
109 r - 109 r,1458,,Dame,Matilda/Maud,de,Novomarcato,,,,licensee,,,,,,,,,,,,,,,,,,,,,,
109 r - 109 r,1458,,,John,de,Novomarcato,,,,promoter,,,,,,,,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,to attend Convocation,,,,archbishop,Ebor',,archdiocese,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,to attend Convocation,,,,bishop,Dunelm',,diocese,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,to attend Convocation,,,,bishop,Karleonlen',,diocese,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,to attend Convocation,,,,dean,Ebor',,church,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,to attend Convocation,,,,archdeacon,Richem',,archdeaconry,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,to attend Convocation,,,,archdeacon,Ebor',,archdeaconry,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,to attend Convocation,,,,archdeacon,Estriding',,archdeaconry,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,to attend Convocation,,,,archdeacon,Cleveland,,archdeaconry,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,to attend Convocation,,,,archdeacon,Notyngham,,archdeaconry,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,to attend Convocation,,,,chancellor,Ebor',,[church],,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,to attend Convocation,,,,treasurer,Ebor',,[church],,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,to attend Convocation,,,,precentor,Ebor',,church,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,to attend Convocation,,,,subdean,Ebor',,church,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,to attend Convocation,,,,chapter,Ebor',,church,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,to attend Convocation,,,,chapter,Beverlac',,[collegiate church],,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,to attend Convocation,,,,chapter,Ripon',,[collegiate church],,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,to attend Convocation,,,,chapter,Southwell,,[collegiate church],,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,to attend Convocation,,,,chapter,Houden',,[collegiate church],,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,to attend Convocation,,,,provost,Beverlac',,church,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,to attend Convocation,,,,sacrist,beate marie & sanctorum angelorum Ebor' [erased],,chapel [erased],,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of York",,,,abbot,beate marie Ebor',,abbey,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of York",,,,convent,beate marie Ebor',,abbey,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of York",,,,abbot,Selby,,abbey,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of York",,,,convent,Selby,,abbey,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of York",,,,abbot,Rupe,,abbey,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of York",,,,convent,Rupe,,abbey,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of York",,,,abbot,Kirkstall,,abbey,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of York",,,,convent,Kirkstall,,abbey,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of York",,,,prior,sancti Oswaldi,,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of York",,,,convent,sancti Oswaldi,,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of York",,,,prior,Bolton in Craven,,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of York",,,,convent,Bolton in Craven,,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of York",,,,prior,Munkbretton',,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of York",,,,convent,Munkbretton',,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of York",,,,prior,Drax,,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of York",,,,convent,Drax,,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of York",,,,prior,Pontiffr',,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of York",,,,convent,Pontiffr',,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of York",,,,prior,parco de Helagh,,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of York",,,,convent,parco de Helagh,,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of York",,,,prior,sancte Andree iuxta Ebor',,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of York",,,,convent,sancte Andree iuxta Ebor',,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of York",,,,archdeacon's official,[York],,[archdeaconry],,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of York",,,,proctors of clergy,[York],,[archdeaconry],,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of East Riding",,,,abbot,Melsa,,abbey,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of East Riding",,,,convent,Melsa,,abbey,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of East Riding",,,,prior,Bridlington',,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of East Riding",,,,convent,Bridlington',,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of East Riding",,,,prior,Kirkham,,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of East Riding",,,,convent,Kirkham,,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of East Riding",,,,prior,Watton',,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of East Riding",,,,convent,Watton',,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of East Riding",,,,prior,Wartre,,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of East Riding",,,,convent,Wartre,,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of East Riding",,,,prior,Feriby,,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of East Riding",,,,convent,Feriby,,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of East Riding",,,,prior,Hautenpris,,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of East Riding",,,,convent,Hautenpris,,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of East Riding",,,,prior,Ellerton',,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of East Riding",,,,convent,Ellerton',,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of East Riding",,,,archdeacon's official,[East Riding],,[archdeaconry],,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of East Riding",,,,proctors of clergy,[East Riding],,[archdeaconry],,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of Cleveland",,,,abbot,Whitteby,,abbey,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of Cleveland",,,,convent,Whitteby,,abbey,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of Cleveland",,,,abbot,Bellaland,,abbey,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of Cleveland",,,,convent,Bellaland,,abbey,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of Cleveland",,,,abbot,Rievallibus,,abbey,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of Cleveland",,,,convent,Rievallibus,,abbey,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of Cleveland",,,,prior,Gisburn',,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of Cleveland",,,,convent,Gisburn',,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of Cleveland",,,,prior,Novo burgo,,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of Cleveland",,,,convent,Novo burgo,,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of Cleveland",,,,prior,Malton',,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of Cleveland",,,,convent,Malton',,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of Cleveland",,,,prior,Marton',,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of Cleveland",,,,convent,Marton',,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of Cleveland",,,,prior,Gromond',,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of Cleveland",,,,convent,Gromond',,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of Cleveland",,,,archdeacon's official,[Cleveland],,archdeaconry,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of Cleveland",,,,proctors of clergy,[Cleveland],,archdeaconry,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of Nottingham",,,,abbot,Welbek,,abbey,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of Nottingham",,,,convent,Welbek,,abbey,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of Nottingham",,,,abbot,Rughford,,abbey,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of Nottingham",,,,convent,Rughford,,abbey,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of Nottingham",,,,prior,Thurgarton',,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of Nottingham",,,,convent,Thurgarton',,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of Nottingham",,,,prior,Wyrksop',,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of Nottingham",,,,convent,Wyrksop',,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of Nottingham",,,,prior,Novo loco in Shirwod,,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of Nottingham",,,,convent,Novo loco in Shirwod,,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of Nottingham",,,,prior,Shelford,,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of Nottingham",,,,convent,Shelford,,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of Nottingham",,,,prior,Beawall',,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of Nottingham",,,,convent,Beawall',,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of Nottingham",,,,prior,Fellay,,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of Nottingham",,,,convent,Fellay,,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of Nottingham",,,,prior,Blida,,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of Nottingham",,,,convent,Blida,,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of Nottingham",,,,prior,Mathersay,,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of Nottingham",,,,convent,Mathersay,,priory,,,,,,,,,,,,,,,
109 v - 109 v,1459,,,,,,,,,"to attend Convocation, religious and clergy, archdeaconry of Nottingham",,,,prior,Lenton',,priory,,,,,,,,,,,,,,,
